,nivel_experiencia,tipo_emprego,titulo_trabalho,salario_em_dolar,residencia_empregado,percentual_remoto,local_empresa,tamanho_empresa
3033,EN,FT,Data Analyst,50000,AR,100,AR,L
3034,EN,FT,Data Scientist,84053,BE,100,BE,L
3035,MI,FT,Lead Data Scientist,61566,GB,50,GB,S
3036,SE,FT,Data Architect,250000,US,0,US,M
3037,SE,FT,Data Architect,63000,US,0,US,M
3038,SE,FT,Data Science Manager,189500,US,100,US,L
3039,SE,FT,Data Science Manager,140100,US,100,US,L
3040,SE,FT,Data Engineer,177600,US,100,US,L
3041,SE,FT,Data Engineer,131300,US,100,US,L
3042,MI,FT,Data Engineer,24000,US,0,US,M
3043,MI,FT,Data Engineer,24000,US,0,US,M
3044,SE,FT,Data Engineer,250000,US,0,US,M
3045,SE,FT,Data Engineer,63000,US,0,US,M
3046,SE,FT,Machine Learning Engineer,202900,US,100,US,L
3047,SE,FT,Machine Learning Engineer,131300,US,100,US,L
3048,SE,FT,Data Engineer,145000,US,100,US,M
3049,SE,FT,Data Engineer,115000,US,100,US,M
3050,EN,FT,Machine Learning Engineer,115000,US,50,US,L
3051,MI,FT,Machine Learning Engineer,193900,US,0,US,M
3052,MI,FT,Machine Learning Engineer,129300,US,0,US,M
3053,SE,FT,Data Scientist,180000,US,100,US,L
3054,SE,FT,Data Scientist,140000,US,100,US,L
3055,MI,FT,Data Analyst,216200,US,0,US,M
3056,MI,FT,Data Analyst,144100,US,0,US,M
3057,SE,FT,Machine Learning Scientist,216000,US,0,US,M
3058,SE,FT,Machine Learning Scientist,144000,US,0,US,M
3059,EN,FT,Data Analyst,150000,US,100,US,L
3060,EN,FT,Machine Learning Research Engineer,12171,IN,100,IN,M
3061,MI,FT,Data Scientist,53416,IN,100,ID,L
3062,EN,FT,Applied Data Scientist,50000,AT,50,AT,M
3063,SE,FT,Cloud Data Architect,250000,US,50,US,L
3064,EX,FT,Research Scientist,84053,NL,0,NL,L
3065,MI,FT,Data Scientist,131752,GB,100,GB,M
3066,SE,FT,Analytics Engineer,48000,AR,100,US,S
3067,EX,FT,Data Science Manager,260500,US,0,US,M
3068,EX,FT,Data Science Manager,175100,US,0,US,M
3069,SE,FT,Data Engineer,210000,US,100,US,M
3070,SE,FT,Data Engineer,100000,US,100,US,M
3071,EN,FT,Data Analyst,55000,US,100,US,S
3072,MI,FT,Data Analyst,130000,US,100,US,M
3073,SE,FT,Applied Machine Learning Scientist,77119,FR,100,GB,L
3074,EN,FT,Data Scientist,52008,BE,50,BE,S
3076,SE,FT,Data Engineer,206699,US,0,US,M
3077,SE,FT,Data Engineer,99100,US,0,US,M
3078,MI,FT,Analytics Engineer,200000,US,0,US,M
3079,MI,FT,Analytics Engineer,54000,US,0,US,M
3080,SE,FT,Data Engineer,250000,US,0,US,M
3081,SE,FT,Data Engineer,63000,US,0,US,M
3082,SE,FT,Data Architect,250000,US,0,US,M
3083,SE,FT,Data Architect,63000,US,0,US,M
3084,SE,FT,Data Engineer,250000,US,0,US,M
3085,SE,FT,Data Engineer,63000,US,0,US,M
3086,EN,FT,Analytics Engineer,130000,US,50,US,L
3087,SE,FT,Data Engineer,100000,US,0,US,L
3088,SE,FT,Data Engineer,80000,US,0,US,L
3089,SE,FT,Data Scientist,160000,US,0,US,L
3090,SE,FT,Data Scientist,100000,US,0,US,L
3091,SE,FT,Data Specialist,221300,US,100,US,L
3092,SE,FT,Data Specialist,148700,US,100,US,L
3093,EN,FT,Machine Learning Engineer,30000,GB,100,GB,L
3094,EN,FT,Data Analyst,28368,FR,50,FR,M
3095,MI,FT,Data Engineer,91118,GB,0,GB,M
3096,MI,FT,Data Engineer,61566,GB,0,GB,M
3097,MI,FT,Data Scientist,60938,DE,100,DE,S
3098,SE,FT,Data Science Manager,249260,US,0,US,M
3099,SE,FT,Data Science Manager,185400,US,0,US,M
3100,SE,FT,Data Engineer,170000,US,100,US,M
3101,SE,FT,Data Engineer,130000,US,100,US,M
3102,MI,FT,Data Scientist,80036,GB,50,GB,M
3103,SE,FT,Data Analyst,128875,US,100,US,M
3104,SE,FT,Data Analyst,93700,US,100,US,M
3105,SE,FT,Machine Learning Engineer,180000,US,100,US,M
3106,SE,FT,Machine Learning Engineer,100000,US,100,US,M
3107,SE,FT,Data Analyst,136260,US,100,US,M
3108,SE,FT,Data Analyst,109280,US,100,US,M
3109,SE,FT,Data Scientist,160000,US,100,US,L
3110,SE,FT,Data Scientist,92000,US,100,US,L
3111,SE,FT,Data Engineer,200000,US,100,US,M
3112,SE,FT,Data Engineer,160000,US,100,US,M
3113,MI,FT,Data Engineer,135446,GB,0,GB,M
3114,MI,FT,Data Engineer,104663,GB,0,GB,M
3115,SE,FT,Data Analyst,117000,US,100,US,M
3116,SE,FT,Data Analyst,99450,US,100,US,M
3117,EN,FT,Data Engineer,129000,US,100,US,L
3118,EN,FT,Data Engineer,86000,US,100,US,L
3119,EN,FT,Data Engineer,13493,IN,100,IN,L
3120,EN,FT,Data Engineer,13493,IN,100,IN,L
3121,SE,FT,Data Scientist,160000,US,0,US,L
3122,SE,FT,Data Scientist,119300,US,0,US,L
3123,SE,FT,Business Data Analyst,100000,US,100,US,L
3124,MI,FT,Data Scientist,25000,TR,50,TR,M
3125,MI,FT,Data Analyst,65257,SG,50,SG,M
3126,MI,FT,AI Scientist,200000,US,100,US,M
3127,EN,FT,Machine Learning Developer,180000,US,100,US,L
3128,MI,FT,Data Scientist,153000,US,100,US,L
3129,SE,FT,Data Engineer,210000,US,100,US,M
3130,SE,FT,Data Engineer,100000,US,100,US,M
3131,SE,FT,Data Analyst,150075,US,100,US,M
3132,SE,FT,Data Analyst,110925,US,100,US,M
3133,MI,FT,Machine Learning Scientist,22800,EG,100,EG,M
3134,SE,FT,Data Scientist,160000,US,100,US,L
3135,SE,FT,Data Scientist,92000,US,100,US,L
3136,SE,FT,Machine Learning Engineer,202900,US,100,US,L
3137,SE,FT,Machine Learning Engineer,131300,US,100,US,L
3138,EN,FT,Data Analyst,22809,PT,100,PT,M
3139,EN,FT,Data Analyst,15000,ID,0,ID,L
3140,SE,FT,Data Engineer,175000,US,100,US,M
3141,SE,FT,Data Engineer,135000,US,100,US,M
3142,SE,FT,Data Science Manager,133766,AU,100,AU,L
3143,EN,FT,Machine Learning Engineer,83000,US,0,US,L
3144,MI,FT,Data Engineer,92350,GB,100,GB,M
3145,MI,FT,Data Engineer,67723,GB,100,GB,M
3146,SE,FT,Data Scientist,186000,US,0,US,M
3147,SE,FT,Data Scientist,148800,US,0,US,M
3148,SE,FT,Data Analyst,112900,US,0,US,M
3149,SE,FT,Data Analyst,90320,US,0,US,M
3150,SE,FT,ML Engineer,240000,US,0,US,M
3151,SE,FT,ML Engineer,160000,US,0,US,M
3152,SE,FT,Data Science Manager,300000,US,100,US,M
3153,SE,FT,Data Science Manager,200000,US,100,US,M
3154,MI,FT,Data Engineer,65666,DE,50,DE,S
3155,MI,FT,AI Scientist,200000,IN,100,US,L
3156,MI,FT,Machine Learning Engineer,116976,GB,0,GB,M
3157,MI,FT,Machine Learning Engineer,92350,GB,0,GB,M
3158,MI,FT,AI Scientist,120000,US,0,US,M
3159,SE,FT,Data Analyst,112900,US,100,US,M
3160,SE,FT,Data Analyst,90320,US,100,US,M
3161,SE,FT,Data Analytics Manager,145000,US,100,US,M
3162,SE,FT,Data Analytics Manager,105400,US,100,US,M
3163,EN,FT,Data Scientist,49268,DE,0,DE,S
3164,MI,FT,Data Engineer,110820,GB,0,GB,M
3165,MI,FT,Data Engineer,92350,GB,0,GB,M
3166,SE,FT,Data Scientist,215300,US,100,US,L
3167,SE,FT,Data Scientist,158200,US,100,US,L
3168,SE,FT,Data Engineer,209100,US,100,US,L
3169,SE,FT,Data Engineer,154600,US,100,US,L
3170,SE,FT,Data Analyst,115934,US,0,US,M
3171,SE,FT,Data Analyst,81666,US,0,US,M
3172,SE,FT,Data Engineer,175000,US,100,US,M
3173,SE,FT,Data Engineer,155000,US,100,US,M
3174,MI,FT,Machine Learning Engineer,84053,FR,100,DE,M
3175,SE,FT,Data Analyst,164000,US,0,US,M
3176,SE,FT,Data Analyst,132000,US,0,US,M
3177,SE,FT,Data Scientist,170000,US,100,US,M
3178,SE,FT,Data Scientist,123000,US,100,US,M
3179,SE,FT,Machine Learning Engineer,189650,US,0,US,M
3180,SE,FT,Machine Learning Engineer,164996,US,0,US,M
3181,MI,FT,ETL Developer,52533,GR,0,GR,M
3182,MI,FT,ETL Developer,52533,GR,0,GR,M
3183,EX,FT,Lead Data Engineer,115222,CA,100,CA,S
3184,SE,FT,Data Engineer,165400,US,100,US,M
3185,SE,FT,Data Engineer,132320,US,100,US,M
3186,SE,FT,Data Architect,208775,US,100,US,M
3187,SE,FT,Data Architect,147800,US,100,US,M
3188,SE,FT,Data Engineer,136994,US,100,US,M
3189,SE,FT,Data Engineer,101570,US,100,US,M
3190,SE,FT,Data Analyst,128875,US,100,US,M
3191,SE,FT,Data Analyst,93700,US,100,US,M
3192,EX,FT,Head of Machine Learning,76309,IN,50,IN,L
3193,EN,FT,Machine Learning Engineer,35093,GB,100,GB,L
3194,SE,FT,Data Engineer,183600,US,100,US,L
3195,SE,FT,Data Engineer,100800,US,100,US,L
3196,MI,FT,Data Analyst,49253,GB,100,GB,M
3197,MI,FT,Data Analyst,36940,GB,100,GB,M
3198,MI,FT,Data Analyst,42026,ES,100,ES,M
3199,MI,FT,Data Analyst,31520,ES,100,ES,M
3200,MI,FT,Data Engineer,84053,ES,100,ES,M
3201,MI,FT,Data Engineer,73546,ES,100,ES,M
3202,MI,FT,Data Engineer,98506,GB,100,GB,M
3203,MI,FT,Data Engineer,86193,GB,100,GB,M
3204,MI,FT,Data Engineer,84053,GR,100,GR,M
3205,MI,FT,Data Engineer,73546,GR,100,GR,M
3206,SE,FT,Machine Learning Engineer,189650,US,0,US,M
3207,SE,FT,Machine Learning Engineer,164996,US,0,US,M
3208,MI,FT,Data Analyst,42026,GR,100,GR,M
3209,MI,FT,Data Analyst,31520,GR,100,GR,M
3210,MI,FT,Data Engineer,92350,GB,100,GB,M
3211,MI,FT,Data Engineer,73880,GB,100,GB,M
3212,SE,FT,Data Scientist,215300,US,0,US,L
3213,SE,FT,Data Scientist,140400,US,0,US,L
3214,MI,FT,Data Engineer,63040,ES,100,ES,M
3215,MI,FT,Data Engineer,47280,ES,100,ES,M
3216,SE,FT,Data Scientist,260000,US,100,US,M
3217,SE,FT,Data Scientist,180000,US,100,US,M
3218,MI,FT,Data Scientist,67723,GB,0,GB,M
3219,MI,FT,Data Scientist,43096,GB,0,GB,M
3220,MI,FT,Data Engineer,63040,GR,100,GR,M
3221,MI,FT,Data Engineer,47280,GR,100,GR,M
3222,MI,FT,Data Engineer,73880,GB,100,GB,M
3223,MI,FT,Data Engineer,55410,GB,100,GB,M
3224,MI,FT,Machine Learning Engineer,51064,IT,50,IT,L
3225,SE,FT,Data Science Engineer,60000,AR,100,MX,L
3226,MI,FT,Data Engineer,82900,US,0,US,M
3227,MI,FT,Data Engineer,63900,US,0,US,M
3228,MI,FT,Machine Learning Scientist,160000,US,100,US,L
3229,MI,FT,Machine Learning Scientist,112300,US,100,US,L
3230,MI,FT,Data Science Manager,241000,US,100,US,M
3231,MI,FT,Data Science Manager,159000,US,100,US,M
3232,SE,FT,Data Scientist,180000,US,0,US,M
3233,SE,FT,Data Scientist,80000,US,0,US,M
3234,MI,FT,Data Analyst,58000,US,0,US,S
3235,MI,FT,Data Analyst,58000,US,0,US,S
3236,SE,FT,Data Engineer,136000,US,0,US,M
3237,SE,FT,Data Engineer,108800,US,0,US,M
3238,EX,FT,Data Engineer,242000,US,100,US,M
3239,EX,FT,Data Engineer,200000,US,100,US,M
3240,MI,FT,Data Scientist,61566,GB,0,GB,M
3241,MI,FT,Data Scientist,36940,GB,0,GB,M
3242,MI,FT,Data Engineer,73880,GB,0,GB,M
3243,MI,FT,Data Engineer,49253,GB,0,GB,M
3244,SE,FT,Data Scientist,165220,US,100,US,M
3245,SE,FT,Data Scientist,120160,US,100,US,M
3246,SE,FT,Data Analyst,124190,US,100,US,M
3247,SE,FT,Data Analyst,90320,US,100,US,M
3248,SE,FT,Data Engineer,181940,US,0,US,M
3249,SE,FT,Data Engineer,132320,US,0,US,M
3250,SE,FT,Data Engineer,220110,US,0,US,M
3251,SE,FT,Data Engineer,160080,US,0,US,M
3252,SE,FT,Data Scientist,180000,US,0,US,L
3253,SE,FT,Data Scientist,120000,US,0,US,L
3254,MI,FT,Data Analyst,126500,US,0,US,M
3255,MI,FT,Data Analyst,106260,US,0,US,M
3256,SE,FT,Data Analyst,116000,US,0,US,M
3257,SE,FT,Data Analyst,99000,US,0,US,M
3258,SE,FT,Data Analyst,155000,US,100,US,M
3259,SE,FT,Data Analyst,120600,US,100,US,M
3260,MI,FT,Data Scientist,130000,US,0,US,M
3261,MI,FT,Data Scientist,90000,US,0,US,M
3262,MI,FT,Data Engineer,170000,US,100,US,M
3263,MI,FT,Data Engineer,150000,US,100,US,M
3264,SE,FT,Data Analyst,102100,US,100,US,M
3265,SE,FT,Data Analyst,84900,US,100,US,M
3266,SE,FT,Data Scientist,136620,US,100,US,M
3267,SE,FT,Data Scientist,99360,US,100,US,M
3268,SE,FT,Data Scientist,110820,GB,0,GB,M
3269,SE,FT,Data Scientist,98506,GB,0,GB,M
3270,SE,FT,Data Scientist,146000,US,100,US,M
3271,SE,FT,Data Scientist,123000,US,100,US,M
3272,EN,FT,Data Engineer,49253,GB,100,GB,M
3273,EN,FT,Data Engineer,43096,GB,100,GB,M
3274,EX,FT,Data Analyst,130000,US,100,US,M
3275,EX,FT,Data Analyst,110000,US,100,US,M
3276,SE,FT,Data Analyst,170000,US,100,US,M
3277,SE,FT,Data Analyst,135000,US,100,US,M
3278,SE,FT,Data Science Manager,161342,US,100,US,M
3279,SE,FT,Data Science Manager,137141,US,100,US,M
3280,SE,FT,Data Scientist,167000,US,100,US,M
3281,SE,FT,Data Scientist,123000,US,100,US,M
3282,SE,FT,Data Engineer,73880,GB,0,GB,M
3283,SE,FT,Data Engineer,61566,GB,0,GB,M
3284,SE,FT,Data Scientist,211500,US,100,US,M
3285,SE,FT,Data Scientist,138600,US,100,US,M
3286,SE,FT,Data Architect,192400,CA,100,CA,M
3287,SE,FT,Data Architect,90700,CA,100,CA,M
3288,SE,FT,Data Analyst,130000,CA,100,CA,M
3289,SE,FT,Data Analyst,61300,CA,100,CA,M
3290,SE,FT,Data Analyst,130000,CA,100,CA,M
3291,SE,FT,Data Analyst,61300,CA,100,CA,M
3292,SE,FT,Data Engineer,160000,US,0,US,L
3293,SE,FT,Data Engineer,113000,US,0,US,L
3294,SE,FT,Data Scientist,150000,US,0,US,M
3295,SE,FT,Data Scientist,95550,US,0,US,M
3296,MI,FT,Data Analyst,167000,US,100,US,M
3297,MI,FT,Data Analyst,115500,US,100,US,M
3298,SE,FT,Data Analyst,112900,US,100,US,M
3299,SE,FT,Data Analyst,90320,US,100,US,M
3300,SE,FT,Data Analyst,112900,US,100,US,M
3301,SE,FT,Data Analyst,90320,US,100,US,M
3302,SE,FT,Data Engineer,165400,US,100,US,M
3303,SE,FT,Data Engineer,132320,US,100,US,M
3304,SE,FT,Data Engineer,243900,US,100,US,M
3305,SE,FT,Data Engineer,156600,US,100,US,M
3306,SE,FT,Data Analyst,136600,US,100,US,M
3307,SE,FT,Data Analyst,109280,US,100,US,M
3308,SE,FT,Data Engineer,128875,US,100,US,M
3309,SE,FT,Data Engineer,93700,US,100,US,M
3310,EX,FT,Head of Data Science,224000,US,100,US,M
3311,EX,FT,Head of Data Science,167875,US,100,US,M
3312,EX,FT,Analytics Engineer,175000,US,100,US,M
3313,EX,FT,Analytics Engineer,135000,US,100,US,M
3314,SE,FT,Data Engineer,209100,US,100,US,L
3315,SE,FT,Data Engineer,154600,US,100,US,L
3316,SE,FT,Data Engineer,180000,US,100,US,M
3317,SE,FT,Data Engineer,160000,US,100,US,M
3318,SE,FT,Data Scientist,205300,US,0,US,L
3319,SE,FT,Data Scientist,140400,US,0,US,L
3320,SE,FT,Data Scientist,176000,US,100,US,M
3321,SE,FT,Data Scientist,144000,US,100,US,M
3322,SE,FT,Data Engineer,200100,US,100,US,M
3323,SE,FT,Data Engineer,160000,US,100,US,M
3324,SE,FT,Data Engineer,70500,US,0,US,M
3325,SE,FT,Data Engineer,54000,US,0,US,M
3326,SE,FT,Data Scientist,205300,US,0,US,M
3327,SE,FT,Data Scientist,140400,US,0,US,M
3328,SE,FT,Analytics Engineer,205300,US,0,US,M
3329,SE,FT,Analytics Engineer,184700,US,0,US,M
3330,SE,FT,Data Engineer,175100,US,100,US,M
3331,SE,FT,Data Engineer,140250,US,100,US,M
3332,SE,FT,Data Analyst,116150,US,100,US,M
3333,SE,FT,Data Analyst,99050,US,100,US,M
3334,SE,FT,Data Engineer,145000,US,100,US,M
3335,SE,FT,Data Engineer,130000,US,100,US,M
3336,SE,FT,Data Analyst,112900,US,100,US,M
3337,SE,FT,Data Analyst,90320,US,100,US,M
3338,MI,FT,Data Analyst,85000,CA,0,CA,M
3339,MI,FT,Data Analyst,75000,CA,0,CA,M
3340,SE,FT,Machine Learning Engineer,214000,US,100,US,M
3341,SE,FT,Machine Learning Engineer,192600,US,100,US,M
3342,SE,FT,Data Architect,266400,US,100,US,M
3343,SE,FT,Data Architect,213120,US,100,US,M
3344,SE,FT,Data Engineer,155000,US,100,US,M
3345,SE,FT,Data Engineer,115000,US,100,US,M
3346,MI,FT,Data Scientist,141300,US,0,US,M
3347,MI,FT,Data Scientist,102100,US,0,US,M
3348,SE,FT,Data Analyst,115934,US,100,US,M
3349,SE,FT,Data Analyst,81666,US,100,US,M
3350,MI,FT,Data Engineer,206699,US,0,US,M
3351,MI,FT,Data Engineer,99100,US,0,US,M
3352,SE,FT,Data Engineer,130000,US,100,US,M
3353,SE,FT,Data Engineer,110500,US,100,US,M
3354,MI,FT,Data Analyst,61566,GB,0,GB,M
3355,MI,FT,Data Analyst,43096,GB,0,GB,M
3356,SE,FT,Data Analyst,80000,US,100,US,M
3357,SE,FT,Data Analyst,60000,US,100,US,M
3358,SE,FT,Data Architect,192564,US,100,US,M
3359,SE,FT,Data Architect,144854,US,100,US,M
3360,SE,FT,Data Scientist,230000,US,100,US,M
3361,SE,FT,Data Scientist,150000,US,100,US,M
3362,SE,FT,Data Analytics Manager,150260,US,100,US,M
3363,SE,FT,Data Analytics Manager,109280,US,100,US,M
3364,SE,FT,Data Analyst,170000,US,100,US,M
3365,SE,FT,Data Analyst,150000,US,100,US,M
3366,MI,FT,Data Scientist,160000,US,100,US,M
3367,MI,FT,Data Scientist,130000,US,100,US,M
3368,EN,FT,Data Analyst,67000,CA,0,CA,M
3369,EN,FT,Data Analyst,52000,CA,0,CA,M
3370,SE,FT,Data Engineer,154000,US,100,US,M
3371,SE,FT,Data Engineer,126000,US,100,US,M
3372,SE,FT,Data Analyst,129000,US,0,US,M
3373,SE,FT,Data Analyst,99000,US,0,US,M
3374,SE,FT,Data Scientist,210000,US,100,US,M
3375,SE,FT,Data Scientist,140000,US,100,US,M
3376,SE,FT,Data Scientist,210000,US,100,US,M
3377,SE,FT,Data Scientist,140000,US,100,US,M
3378,SE,FT,Data Scientist,210000,US,100,US,M
3379,SE,FT,Data Scientist,140000,US,100,US,M
3380,SE,FT,Data Analyst,100000,US,100,US,M
3381,SE,FT,Data Analyst,69000,US,100,US,M
3382,SE,FT,Data Scientist,210000,US,100,US,M
3383,SE,FT,Data Scientist,140000,US,100,US,M
3384,SE,FT,Data Analyst,150075,US,100,US,M
3385,SE,FT,Data Analyst,110925,US,100,US,M
3386,SE,FT,Data Engineer,100000,US,100,US,M
3387,SE,FT,Data Engineer,25000,US,100,US,M
3388,SE,FT,Data Analyst,126500,US,100,US,M
3389,SE,FT,Data Analyst,106260,US,100,US,M
3390,SE,FT,Data Engineer,220110,US,100,US,M
3391,SE,FT,Data Engineer,160080,US,100,US,M
3392,SE,FT,Data Analyst,105000,US,100,US,M
3393,SE,FT,Data Analyst,100000,US,100,US,M
3394,SE,FT,Data Analyst,170000,US,100,US,M
3395,SE,FT,Data Analyst,135000,US,100,US,M
3396,SE,FT,Data Scientist,230000,US,100,US,M
3397,SE,FT,Data Scientist,140000,US,100,US,M
3398,MI,FT,Data Analyst,135000,US,100,US,M
3399,MI,FT,Data Analyst,50000,US,100,US,M
3400,SE,FT,Data Scientist,220000,US,100,US,M
3401,SE,FT,Data Scientist,140000,US,100,US,M
3402,MI,FT,Data Scientist,172386,GB,0,GB,M
3403,MI,FT,Data Scientist,86193,GB,0,GB,M
3404,SE,FT,Machine Learning Engineer,220000,US,100,US,M
3405,SE,FT,Machine Learning Engineer,120000,US,100,US,M
3406,MI,FT,Data Scientist,200000,US,100,US,M
3407,MI,FT,Data Scientist,120000,US,100,US,M
3408,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S
3409,SE,FT,Machine Learning Engineer,65000,AE,100,AE,S
3410,EX,FT,Data Engineer,324000,US,100,US,M
3411,EX,FT,Data Engineer,216000,US,100,US,M
3412,SE,FT,Data Engineer,210000,US,100,US,M
3413,SE,FT,Data Engineer,100000,US,100,US,M
3414,SE,FT,Data Scientist,185100,US,100,US,M
3415,SE,FT,Data Scientist,104890,US,100,US,M
3416,SE,FT,Data Engineer,105000,US,100,US,M
3417,SE,FT,Data Engineer,80000,US,100,US,M
3418,MI,FT,Machine Learning Developer,76814,CA,100,CA,M
3419,SE,FT,Machine Learning Manager,117104,CA,50,CA,L
3420,EX,FT,Director of Data Science,192037,CA,50,CA,L
3421,MI,FT,Machine Learning Engineer,120000,US,100,US,S
3422,MI,FT,Business Data Analyst,17805,IN,100,IN,M
3423,MI,FT,Data Scientist,30523,IN,100,IN,L
3424,MI,FT,Machine Learning Infrastructure Engineer,55685,PT,50,PT,L
3425,MI,PT,Data Engineer,52533,DE,50,DE,L
3426,EN,FT,Data Scientist,17805,IN,100,IN,M
3427,MI,FT,Applied Machine Learning Scientist,75000,BO,100,US,L
3428,MI,FT,Applied Data Scientist,157000,US,100,US,L
3429,MI,FT,Business Data Analyst,69133,CA,50,CA,L
3430,EN,FT,Data Engineer,65000,US,100,US,S
3431,SE,FT,Machine Learning Engineer,68293,IE,100,IE,S
3432,MI,FT,Data Scientist,109000,US,50,US,L
3433,MI,FT,Data Scientist,67597,CA,100,CA,M
3434,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M
3435,MI,FT,Data Analyst,20000,GR,100,GR,S
3436,SE,FT,Head of Data,102839,SI,100,SI,L
3437,SE,FT,Head of Data,200000,MY,100,US,M
3438,EN,FT,Data Scientist,51081,CA,100,CA,L
3439,MI,FT,Data Scientist,78000,US,100,US,M
3440,SE,FT,Data Engineer,135000,US,100,US,M
3441,SE,FT,Data Engineer,115000,US,100,US,M
3442,MI,FT,Machine Learning Engineer,83864,AU,100,AU,L
3443,EN,FT,Data Scientist,40000,JP,100,MY,L
3444,MI,FT,Head of Data,31520,EE,100,EE,S
3445,SE,FT,Machine Learning Engineer,59888,NL,100,NL,L
3446,EN,FT,Data Engineer,54742,PK,100,DE,L
3447,SE,FT,Research Scientist,89306,FR,50,FR,L
3448,EN,FT,Data Scientist,83171,AU,50,AU,M
3449,SE,FT,Data Scientist,165000,US,100,US,M
3450,MI,FT,Machine Learning Scientist,153000,US,50,US,M
3451,SE,FT,Data Scientist,100000,BR,100,US,M
3452,SE,FT,Machine Learning Developer,76814,CA,100,CA,M
3453,MI,FT,Data Scientist,33609,PL,100,PL,L
3454,MI,FT,Principal Data Analyst,75000,CA,100,CA,S
3455,MI,FT,Product Data Analyst,20000,HN,0,HN,S
3457,MI,FT,Research Scientist,69999,CZ,50,CZ,L
3458,EN,FT,Data Engineer,55475,PK,100,DE,M
3459,MI,FT,Research Scientist,61989,AT,0,AT,L
3460,SE,FT,Data Science Manager,152500,US,100,US,M
3461,EN,FT,Research Scientist,120000,US,100,US,L
3462,MI,FT,Data Scientist,135000,US,100,US,L
3463,SE,FT,Data Analytics Lead,405000,US,100,US,L
3464,SE,FT,Data Engineer,150000,US,0,US,L
3465,SE,FT,Data Science Manager,240000,US,0,US,L
3466,MI,FT,Data Analyst,135000,US,100,US,L
3467,EN,FT,Data Scientist,80000,US,100,US,M
3468,SE,FT,Applied Data Scientist,380000,US,100,US,L
3469,MI,FT,Data Scientist,120402,CH,0,CH,L
3470,SE,FT,Applied Data Scientist,177000,US,100,US,L
3471,MI,FT,Data Engineer,65141,FR,100,FR,M
3472,MI,FT,Data Scientist,48000,RU,100,US,S
3473,EN,FT,Data Analytics Engineer,20000,PK,0,PK,M
3474,SE,FT,Principal Data Scientist,220000,US,0,US,L
3475,MI,FT,ML Engineer,77364,JP,50,JP,S
3476,MI,FT,ML Engineer,63711,JP,50,JP,S
3477,EN,FT,Computer Vision Software Engineer,150000,AU,100,AU,S
3478,MI,FT,Data Analyst,90000,US,100,US,M
3480,EN,FT,Data Scientist,100000,US,0,US,S
3481,EN,PT,Data Scientist,100000,DZ,50,DZ,M
3482,SE,FT,Research Scientist,144000,US,50,US,L
3483,SE,FT,Principal Data Scientist,155499,DE,100,DE,M
3484,SE,FT,Computer Vision Engineer,24000,BR,100,BR,M
3485,MI,FT,Applied Machine Learning Scientist,38400,VN,100,US,M
3486,EN,FT,Financial Data Analyst,100000,US,50,US,L
3487,MI,FT,Data Scientist,82500,US,100,US,S
3488,EN,FT,Data Scientist,49646,FR,50,FR,M
3489,SE,FT,Lead Data Scientist,40570,IN,50,IN,L
3490,EN,FT,Data Engineer,120000,US,100,US,M
3491,SE,FT,Lead Machine Learning Engineer,84053,DE,0,DE,M
3492,EN,FT,Machine Learning Engineer,20000,IN,100,IN,S
3493,EN,FT,Computer Vision Engineer,125000,US,0,US,M
3494,MI,FT,Data Scientist,9466,IN,0,IN,S
3495,SE,FT,Machine Learning Scientist,120000,US,50,US,S
3496,EN,PT,Data Analyst,10354,ES,50,ES,M
3497,EN,FT,Applied Data Scientist,110037,GB,0,GB,L
3498,EN,FT,ML Engineer,21013,PT,100,PT,L
3499,EN,FT,Data Analyst,50000,US,100,US,M
3500,SE,FT,Principal Data Engineer,200000,US,100,US,M
3501,MI,FT,Big Data Engineer,60000,ES,50,RO,M
3502,MI,FT,Data Engineer,200000,US,100,US,L
3503,EN,FT,Machine Learning Developer,100000,IQ,50,IQ,S
3504,MI,FT,Data Engineer,100000,US,100,US,L
3505,SE,FT,Machine Learning Engineer,82744,BE,50,BE,M
3506,MI,FT,Data Engineer,59303,DE,100,DE,S
3507,MI,FT,Research Scientist,62649,FR,50,FR,M
3508,MI,FT,Data Engineer,82528,GB,100,GB,L
3509,MI,FT,Data Architect,170000,US,100,US,L
3510,MI,FT,Data Architect,150000,US,100,US,L
3511,EN,FT,BI Data Analyst,55000,US,50,US,S
3512,EX,FT,Director of Data Science,250000,US,0,US,L
3513,EN,FT,Data Engineer,80000,US,100,US,L
3514,EN,FT,Big Data Engineer,70000,US,100,US,L
3515,EX,FT,Director of Data Science,130026,DE,50,DE,M
3516,EN,FT,Data Science Consultant,63831,DE,50,DE,L
3517,SE,FT,Data Scientist,68428,GR,100,US,L
3518,EX,FT,Head of Data Science,85000,RU,0,RU,M
3519,EX,FT,Head of Data,230000,RU,50,RU,L
3520,EN,FT,Machine Learning Engineer,125000,US,100,US,S
3521,SE,FT,Data Analytics Manager,120000,US,100,US,M
3522,MI,FT,Research Scientist,450000,US,0,US,M
3523,MI,FT,Data Analyst,46759,FR,50,FR,L
3524,MI,FT,Data Engineer,74130,AT,50,AT,L
3525,SE,FT,Data Science Engineer,127221,CA,50,CA,L
3526,SE,FT,Data Science Manager,144000,US,100,US,L
